sentenca,categoria
"Restaurante com muitas opções de sabores, desde a saborosa carne de sol, joelho suíno e sobretudo o açaí do Pará.",comida
Lugar agradável carne de qualidade e ótima preparação.,"geral,comida"
"Minha irmã me levou a esse restaurante flutuante, que é um dos nossos costumes manauaras.",outros
"Ambiente super agradável, atendimento simpático e simples, carnes de excelente paladar, custo benefício atrativos.","ambiente,serviço,comida,preço"
"Garçons atenciosos, amplo estacionamento e só !","serviço,localização"
Aténdimento ótimo por José Gregório,serviço
Melhor gerenciamento necessário.,serviço
"Ambiente diferente, uma parede enorme com várias cachaças diferentes.",ambiente
Parece legal.,outros
Filial do coco bambu excelente!,geral
"Falando em atendimento, a colabora Daniele muito educada, gentil, atenciosa e inteligente, parabéns a casa, aos donos e colaboradores que fazem um excelente trabalho.",serviço
"Jantar maravilhoso, comida deliciosa, uma tortinha de limao muito boa!Atendimento sem igual do garçon Izaquiel, muito educado e cordial.","comida,serviço"
"Lugar excelente pra encontros com amigos e reunir com a familia, ambiente familiar e aconchegante , bom atendimento com petiscos deliciosos, e vários tipos de chopp geladíssimo.","geral,ambiente,serviço,bebida,comida"
"Uma noite abençoada , atendimento excelente pelo Alberto Blanca bem carismático e atencioso,comida muitooooo saborosa ambiente família  top com o Som ao vivo melhor ainda parabéns logo logo voltarei ?","geral,serviço,comida,ambiente"
"Gostei como sempre, mas já esta na hora de fazer uma reforma interna, deixar o ambiente mais agravel.",ambiente
"pizza muito boa e massas macias, ambiente agradável tambem familiar, pizzas muito saborosas super recomendo","comida,ambiente"
Uma boa opcão para experimentar a comida regional!,comida
"Estacionamento próprio, comida deliciosa, o camarão empanado é muito crocante!!","localização,comida"
Jardel o garçom do coqueiro verde o atendimento dele foi maravilhoso nota 10 tudo maravilhoso,serviço
Para os ribeirinhos amazônicos ‘banzeiro’ é a agitação das águas feita pelos ventos.,outros
"A única ressalva é qto as estacionamento que possui apenas 2 vagas na frente e a rua quase sempre cheia de veiculos estacionados, destaque para a parede viva na frente da loja.Mais",localização
Pode ser pra happy hour quanto para dançar até tarde.,outros
"Só queria que os cupons não tivessem data limite, sou cliente fiel mas também preciso manter a vida fitnes rsrs",outros
Recomendo.,geral
"Excelente atendimento, o melhor que já tivemos no coco bambu.",serviço
"O atendimento e muito bom e o local conta com mesas em seu interior e fora, onde vc poderá desfrutar do contato com um jardim repleto de árvores e plantas nativas do Amazonas e sentir-se em contato com a natureza rica da região.","serviço,ambiente"
"Joia, atendente Brian bem atencioso",serviço
E estou sem palavras pra dizer o quão gostoso é a picanha no bafo deste restaurante.?,comida
Cappuccino e tapioca caboquinho excelentes!,"bebida,comida"
"O espaço, conveniente na horizontal , tem im pé direito muito baixo o que faz o ruído ambiente cansativo e estrudente, e a casa nem estava cheia.",ambiente
É necessário muita atenção ao pagamento de contas em grupos maiores.,outros
"Com freguesia certa no bairro da Aparecida, o restaurante conta com estacionamento próximo e com dois andares de mesas.",localização
Noite perfeita.,geral
Lugar clima de amizade muito com a velha guarda excelente pagode de primeira qualidade.,ambiente
"Pedimos 1 sanduíche brioche misto, 1 croque monsieur, 2 sucos, 1 fatia de torta beijinho, tudo muito bom adorei, mas o valor de 98,20 reais, caro né ?","comida,preço"
"Passei lá no dia 28.6, para ver o estoque incrível de cachaças que eles tem a venda.. comprei uma de fabricação própria, para presentear... além da excelente comida e do chope gelado, vale visitar este estoque da bebida tradicional representante do brasil...","bebida,comida"
"Apesar de ter dias cheios, o restaurante tem um atendimento deplorável (os clientem tem que implorar para serem atendidos e são tratados mal).",serviço
Amei o restaurante atendimento espertacular do garçom anderson França muito excelente em tudo amei o prato boa viagem camarão internacional tudo maravilhoso minha amiga Gisely que me indicou inclusive trabalha no restaurante.....voltarei mas vezes pra mim confraternizar com a família com certeza voltarei tudo incrível...Mais,"geral,serviço,comida"
"O valor, claro que depende de condição financeira para condição financeira, é absurdamente barato, ainda mais em comparação com outros estabelecimentos sem nenhuma infraestrutura com preços mais caros.",preço
"Eu recomendaria com toda certa o Tambagrill V8, que além de ter melhor custo-beneficio tem a melhor caldeirada da cidade e uns drinks maravilhosos.","geral,preço,comida,bebida"
Foi muitooo top,outros
"Moquém, significa assado na brasa ou churrasqueira em linguagem indígena e Banzeiro, é um termo da região utilizado para expressar uma onda pequena, ao fato que, a água do rio não produz ondas fortes como a do mar.",outros
"O pastel de Belém estava com a massa meia encruada ,não estava crocante, O café carioca estava aguado .","comida,bebida"
"Excelente atendimento, com comida de qualidade, que utiliza plantas alimentícias não convencionais (PANC) de uma forma muito inteligente e saborosa.","serviço,comida"
"Atendimento da portaria ao atendimento de bar, os funcionários são educados e gentis, sem contar na energia gostosa que tem o lugar, muito bem frequentado.","serviço,ambiente"
"Comida regional sem regionalismo, pronta pra surpreender paladares exigentes.",comida
"Dica é evitar os dias e horários de maior movimento,...Mais",outros
"O complexo tem recepção externa organizada, estacionamento de veículos que custa $15 e traslado para o flutuante a $12 por pessoa (volta inclusa).",serviço
"Em um espeça não muito grande, mas aconchegante, tem uma cervejinha sempre gelada e é uma ótima pedida pro fim de tarde.","ambiente,bebida"
Tipo de estabelecimento onde a quantidade e o lucro é o objetivo principal.,preço
Muito bom loca,outros
"Ambiente agradável, todo temático e eles dispoe de cervejas de fabricação própria.","ambiente,bebida"
Ótimo espaço para confraternizações familiares e empresariais.,ambiente
Durante o almoço vira um estabelecimento de segunda categoria.,geral
The fries aren't much definitely not worth 10 dollars,outros
"Foram bons momentos em um excelente restaurante, com um atendimento perfeito e um cardápio delicioso ?","geral,serviço,comida"
"Ao lado tem arborização do quintal vizinho,o que proporciona mais contato com a natureza.",ambiente
Melhor banho,outros
"Comi 3 pratos diferentes em ocasiões diferentes e sempre muito bem servido, com um cozimento impecável e um ótimo serviço, os preços são muito bons!","comida,serviço,preço"
"Caldo de peixe de entrada, casquinho de caranguejo e um saboroso lombo de tambaqui foram as nossas pedidas.",comida
Café da manhã delicioso.,comida
É uma grande aglomeração.,outros
"A noite nem sempre a picanha é boa, frango de leite deve ser pedido ao ponto caso contrário vem ressecado paçoca ruim , batata frita muito boa assim como o abacaxi com groselha e gelo,  arroz de brocolis mto bom ....  estacionamento razoável em todas...Mais",comida
"Lugar incrível, atendimento maravilhoso, Garcon Senna excelente Jean Ronald continue treinando bem sua equipe!!","geral,serviço"
"Parabéns à equipe pelo excelente trabalho, voltarei e recomendarei.",serviço
Legítimo representante da cozinha portuguesa.,comida
Super legal agradável  bom abiente,geral
"Local aconchegante , comida saborosa  e o atendimento do sr França excelente.","ambiente,comida,serviço"
@prpvasconcelos so coisa linda,outros
"Mas é possível encontrar nas adjacências alguns privados que não possui preços fixos, aceitando apenas alguns trocados.",outros
"Em plena segunda-feira a unidade manauara estava com suas mesas totalmente ocupadas, demonstrando o prestígio junto a locais e turistas.",outros
Tivemos uma ótima tarde/noite com happy hour e comida boa!,"geral,comida"
Tem que preencher um pequeno cadastro para entrar.,outros
Erick e Belém melhor dos melhores de bom .. super atencioso .. dedicado em atender bem .. parabéns.. super recomendo !!,serviço
"Muita noite maravilhosa ,em especial o atendimento super nota 10 do garçom Rennan , bom papo , super agradável e da garçonete Katianne , nota 10 .",serviço
Muiyo bom!! ?,outros
"Atendimento perfeito, comida deliciosa e ótima companhia!","serviço,comida"
A recepcionista Lorena foi muito educada e gentil.,serviço
"No geral é um bom happy hour e restaurante, tem muitas opções de bebidas e vinhos e os petiscos são gostosos.","geral,bebida,comida"
"Um ótimo restaurante, não perde o padrão do coco bambu de Fortaleza.",geral
"Excelente atendimento e o principal, pizza exageradamente saborosa!","serviço,comida"
"Se você gosta de um bom taco de rua, essa é uma ótima escolha.",comida
Frustração total.,geral
"Só deveria ser mais em conta as comidas,o lazer a piscina tudo de bom.afinal família é tudo e quando se tem crianças aí sai bem caro mesmo,kkk tudo de bom o maia!!!","preço,ambiente"
Sem estacionamento próprio.,localização
"(Tradução do Google) A primeira vez aqui foi no ano passado, foi muuuuito bom.",outros
"Ótimo custo-benefício, atendimento tá de parabéns, ambiente bem agradável.","preço,serviço,ambiente"
Deveria melhorar a refrigeração interna.,ambiente
Obrigado coco bambu..por nos proporcionar uma noite maravilhosa..tudo tava perfeito..atendimento incrível do garçom joab leite ..muito atento em tudo sempre perguntado..si estava tudo bem.si preocupado mesmo.,"geral,serviço"
Possui uma ótima carta de vinhos.,bebida
"Evite almoçar aqui em dias de grande movimento no shopping porque, por se tratar de um alimento feito na hora, vai demorar muito pra ficar pronto.",serviço
Sem dúvidas um dos melhores churras de Manaus preço acessível e atendimento bom.,"geral,preço,serviço"
"Local lendário, cerveja gelada e qualquer pessoa encontra... Apesar da faixa azul não interfere muito devido ao horário de maior fluxo de atendimentos","geral,bebida"
"Lugar excelente para tudo, desde um happy hour até um jantar.",geral
"O ambiente é muito agradável, acho que o único penalty é não ter um estacionamento próprio","ambiente,localização"
"Ótimo lugar, ótimo entendimento.","geral,serviço"
Parada obrigatória de todo final de semana!!!,geral
Ambiente agradável e um amplo estacionamento.,"ambiente,localização"
(Tradução do Google) agradável  (Original) Nice,outros
"O espeto acompanha farofa num copinho plástico de café, mas tem a opção de outras guarnições como arroz com brócolis, vinagrete, pão de alho etc.",comida
Lugar exelente servicio bom só cardápio limitado por ele valor acho poderiam ser mas abertos a sugestões tipo eu sou mexicano queria uma comida similar tem todo os ingredientes matéria prima e não quiseram fazer falando tá fora do cardápio eu sei mas como falo não custava nada atender ao cliente olha pague 250 reais cobraram 5 reais por persona por  cover da música q na verdade nem e boa nem dá pra conversar ahh mas 14 ou 19 reais por área infantil acho também um abuso tem lugares que e de graça,outros
